group_id,group_label,group_description,issue_count,report_count,first_date,last_date,median_centroid_similarity,sample_issues
10,Incomplete clinical record keeping,Failure to maintain accurate and comprehensive nursing and medical documentation.,42,41,2013-08-20,2026-02-06,0.9006557464599609,Inadequate documentation of medical and nursing care. | Incomplete documentation of resident care records. | Incomplete documentation of nursing home records.
11,Clinical system interoperability failures,Incompatible electronic health record systems prevent the seamless sharing of patient information across healthcare providers.,41,40,2014-07-30,2026-01-28,0.9285989999771118,Incompatible clinical record systems prevent access to essential patient information. | Lack of interoperability between systems prevents shared access to electronic patient records. | Inability to share medical records between different hospital trusts.
12,Ambulance response time delays,Failure to meet established or national targets for ambulance response speeds.,34,33,2015-05-21,2025-09-19,0.9198374152183533,Ambulance response times fail to meet established service targets. | Ambulance response times failed to meet established service targets. | Failure to consistently meet target ambulance response times.
13,Inadequate emergency first aid training,"Staff lack essential training in first aid, CPR, and defibrillator use.",32,30,2014-03-06,2025-06-12,0.9205060005187988,Staff lack essential first aid and CPR training. | Inadequate basic life support and first aid training for staff. | Staff lack essential first aid and resuscitation training.
14,Pressure ulcer prevention and management,"Failures in assessing, documenting, and implementing preventative care for pressure ulcers.",30,24,2013-08-20,2026-02-09,0.9305528402328491,Failure to perform a timely assessment of a pressure ulcer. | Failure to timely identify and document a pressure ulcer. | Failure to regularly reposition a resident at high risk of pressure ulcers.
15,Inaccurate fluid balance monitoring,Failure to correctly record or maintain patient fluid intake and output charts.,30,28,2013-11-11,2025-10-10,0.9285483956336975,Inaccurate or inadequate completion of fluid balance charts. | Inaccurate recording of fluid balance charts. | Failure to maintain fluid balance charts for monitoring intake and output.
16,Mental capacity assessment failures,Failure to formally assess or document a patient's mental capacity for medical decisions.,28,26,2013-12-16,2025-11-25,0.9150380492210388,Failure to conduct a formal mental capacity assessment. | Failure to formally assess a patient's mental capacity. | Failure to assess or document patient mental capacity.
17,Hospital handover delays,Delays in transferring patients to hospitals reduce the availability of ambulances.,48,39,2014-01-21,2025-11-11,0.9637432098388672,Hospital handover delays causing loss of ambulance availability. | Hospital handover delays reduce ambulance availability. | Hospital handover delays reducing ambulance availability.
18,Inadequate social care provision,Insufficient social care capacity and placements delay hospital discharges.,22,21,2017-11-28,2026-02-10,0.9587605595588684,Insufficient social care provision delays hospital discharge for medically fit patients. | Inadequate social care provision delays hospital patient discharge. | Insufficient social care provision delays hospital discharge.
19,Frequent road traffic collisions,A high number of vehicle accidents occurring at specific junctions or road sections.,22,22,2014-02-06,2025-11-28,0.9356245398521423,High frequency of road traffic collisions at a specific junction. | High frequency of road traffic collisions at a specific location. | High frequency of road traffic collisions at a junction.
20,Inadequate incident investigation processes,"Failures in identifying, conducting, or escalating formal investigations following incidents.",19,19,2013-10-21,2026-02-06,0.9183463454246521,Failure to conduct an effective investigation into an incident. | Failure to conduct a formal investigation into an incident. | Failure to conduct a timely investigation into an incident.
21,Inadequate medication reviews,"Failure to conduct, monitor, or verify patient medication reviews and clinical assessments.",19,19,2014-03-26,2025-08-12,0.9334791898727417,Failure to conduct a medication review following reports of non-compliance. | Failure to review patient medication according to practice guidelines. | Failure to conduct timely medication reviews for a patient.
22,Inadequate death investigation and reporting,"Failure to properly investigate, review, or report clinical incidents following a patient death.",19,18,2014-02-12,2024-10-14,0.9048700332641602,Failure to conduct a serious incident investigation following a patient death. | Failure to conduct a serious incident review following a patient death. | Inadequate investigation of clinical incidents following a patient death.
23,Mental health referral failures,Inadequate or incomplete processes for directing patients to psychiatric and mental health services.,18,18,2014-03-18,2025-12-05,0.9284799098968506,Failure to refer to mental health services. | Failure to refer a patient for specialist mental health intervention. | Failure to refer a patient to specialist psychiatric services.
24,Patient allergy information management,"Failures in recording, accessing, and synchronising allergy data across clinical systems.",17,9,2013-11-04,2026-03-04,0.9263149499893188,Failure to access available patient allergy information in medical records. | Failure to record or display patient drug allergy information in medical records. | Failure to verify allergy information when patient capacity is impaired.
25,Inter-agency information sharing,Failure to communicate and exchange vital data between different organisations and services.,17,16,2013-05-29,2026-02-25,0.9338839650154114,Inadequate information sharing between agencies. | Inadequate information sharing between services and agencies. | Inadequate inter-agency communication regarding information sharing.
26,Inadequate mental health inpatient capacity,There is an insufficient number of psychiatric beds available to meet patient demand.,16,15,2016-08-07,2026-01-19,0.961604118347168,Insufficient availability of mental health beds for inpatient care. | Insufficient availability of inpatient mental health beds. | Insufficient availability of mental health inpatient beds.
27,Ambulance handover delays,Delays in transferring patients from ambulances to hospital care increase mortality risks.,16,15,2016-05-24,2025-10-28,0.9166520833969116,Delayed ambulance handovers at hospitals increase mortality risk. | Ambulance handover delays at hospitals increase patient mortality risks. | Delays in hospital handovers increase the risk of patient mortality.
28,Inadequate training and awareness,Staff lack sufficient training and knowledge to recognise and manage acute behavioural disturbance.,15,11,2013-09-23,2026-02-09,0.9263877868652344,Inadequate training for staff to recognise and communicate acute behavioural disturbances. | Lack of standardised training and guidance for managing acute behavioural disturbance. | Insufficient national training for managing acute behavioural disturbance.
29,Emergency response and protocol training,"Staff lack sufficient training for managing medical emergencies, communication protocols, and risk assessments.",15,14,2014-07-14,2026-01-27,0.9330719113349915,Inadequate staff training for managing emergency situations. | Inadequate staff training regarding emergency protocols. | Inadequate staff training for emergency response.
30,Inadequate communication of suicidal ideation,Failure to share or document information regarding patient suicidal intent with relevant clinical staff and authorities.,15,13,2014-02-13,2025-11-26,0.9381461143493652,Failure to communicate patient suicidal ideation to clinical staff. | Failure to notify patients and families regarding suicidal ideation information. | Failure to communicate clinical information regarding suicidal ideation to the Duty Governor.
31,Failure to recognise clinical deterioration,Inability to identify and escalate signs of a patient's declining health.,15,15,2014-04-16,2025-03-24,0.9753429889678955,Failure to recognise clinical deterioration in a patient. | Failure to recognise and escalate clinical deterioration of a patient. | Failure to recognise acute clinical deterioration in a patient.
32,Inadequate fall prevention barriers,Insufficient physical barriers and height requirements to prevent climbing or falling from bridges and cliff edges.,15,13,2015-03-17,2024-09-11,0.9206039905548096,Insufficient physical barriers to prevent climbing over bridge railings. | Inadequate measures to prevent climbing over the bridge parapet. | Absence of physical barriers to prevent falls from the bridge.
33,Safeguarding referral mismanagement,"Failures in making, processing, or communicating essential safeguarding referrals and alerts.",14,13,2016-06-01,2025-11-26,0.9345036745071411,Failure to act upon a received safeguarding referral. | Failure to make a required safeguarding referral. | Failure to initiate safeguarding referrals despite increasing risks.
34,Clinical escalation failures,Failure to report patient clinical concerns to the appropriate senior medical or nursing staff.,14,14,2016-04-28,2025-10-15,0.9550562500953674,Failure to escalate clinical concerns to medical professionals. | Failure to escalate clinical concerns in a timely manner. | Failure to escalate clinical concerns from junior to senior medical staff.
35,Fragmented multidisciplinary information sharing,"A lack of integrated communication and data exchange between primary, secondary, and specialist healthcare providers.",14,14,2013-09-12,2025-09-23,0.9358354806900024,Inadequate communication between general practitioners and mental health services. | Lack of integration between general practice and mental health services. | Lack of reciprocal information sharing between mental health services and general practitioners.
36,Sepsis protocol non-compliance,Failure to follow established clinical pathways and diagnostic procedures for sepsis management.,14,12,2016-10-11,2025-06-18,0.9428585171699524,Failure to initiate required sepsis pathway despite clinical indicators. | Failure to effectively initiate the sepsis protocol. | Failure to follow the sepsis pathway despite clinical indicators of sepsis.
37,Inadequate welfare check procedures,"Failure to perform, escalate, or follow up on required welfare checks and associated emergency assistance.",14,14,2013-09-17,2025-01-29,0.9293619394302368,Failure to perform required welfare checks on an individual. | Failure to conduct physical welfare checks following lack of response. | Failure to conduct welfare checks after unsuccessful contact attempts.
38,Inadequate track access barriers,Insufficient physical fencing or barriers to prevent unauthorised entry to the railway.,14,12,2016-08-04,2022-06-22,0.9445513486862183,Inadequate physical barriers to prevent unauthorised access to the railway. | Inadequate physical barriers failed to prevent unauthorised access to railway tracks. | Insufficient physical barriers to prevent unauthorised railway boundary access.
39,Emollient fire risk awareness,Insufficient knowledge and communication regarding the fire hazards posed by paraffin-based emollient creams.,13,7,2015-08-11,2025-08-12,0.946235179901123,Insufficient awareness of fire risks from petrol-based emollient creams. | Inadequate management of fire risks associated with paraffin-based emollient creams. | Inadequate assessment of fire risks in low-percentage paraffin-based emollient creams.
40,Medication administration and supply failures,"Errors related to the timely delivery, administration, and provision of prescribed medicines.",13,13,2014-02-26,2025-03-06,0.9387609362602234,Failure to deliver prescribed medication in a timely manner. | Failure to administer prescribed medication in a timely manner. | Failure to administer prescribed medication to a patient.
41,Medication administration documentation errors,Inaccuracies and omissions in the recording of administered medications and clinical observations.,12,12,2014-03-10,2025-12-17,0.9349613189697266,Inaccurate documentation of medication administration in nursing records. | Inaccuracy in medication administration records. | Inaccurate recording of medication administration in electronic records.
42,Inter-agency communication failures,Inadequate sharing of critical information between emergency services and healthcare providers.,12,12,2014-01-22,2025-11-26,0.9413623809814453,Inadequate information sharing between emergency services. | Inadequate communication between emergency services and healthcare professionals. | Ineffective communication between emergency services.
43,Inadequate risk assessment procedures,"Failure to properly conduct, document, or update required risk assessments.",12,12,2014-05-09,2025-10-15,0.9427856802940369,Failure to conduct a required risk assessment. | Failure to complete or document required risk assessments. | Failure to conduct a robust risk assessment.
44,Multidisciplinary team meeting failures,"Inadequate conduct, attendance, and documentation of multidisciplinary team meetings and their outcomes.",12,11,2013-09-16,2025-05-16,0.9260415434837341,Failure to maintain multi-disciplinary team meeting records. | Inadequate documentation of multidisciplinary team meetings. | Inadequate documentation of multidisciplinary team meetings in case notes.
45,Inadequate safety signage,"Warning signs are insufficient in size, visibility, or placement to alert people to hazards.",11,11,2014-02-03,2026-02-26,0.9268710613250732,Insufficient safety signage to warn of potential hazards. | Warning signage is inadequate in size and placement. | Inadequate safety signage at the site.
46,Inadequate neurological monitoring and imaging,Failure to perform required neurological observations or CT scans following head injuries or falls.,11,11,2013-12-16,2026-02-26,0.9355807304382324,Failure to perform neurological observations following a head injury. | Failure to perform required neurological observations following a head injury. | Failure to perform required neurological observations.
47,Unregulated online medication procurement,Lack of oversight regarding the purchase of prescription drugs via the internet.,11,10,2013-08-08,2025-04-23,0.9467486143112183,Unregulated online access to large quantities of prescription-only medicines. | Unregulated online access to prescription-only medicines and controlled drugs. | Unregulated access to non-prescribed medication via the internet.
48,Promotion of self-harm and suicide,"Content that provides instructions, methods, or assistance for self-harm and suicide.",11,10,2019-12-03,2025-03-12,0.9385039210319519,Online forums provide information and assistance for committing suicide. | Online forums provide instructions for methods of suicide. | Online forums provide information regarding methods for self-harm and suicide.
49,Inadequate clinical communication to emergency services,Failure to relay essential patient information and clinical changes to emergency responders.,11,11,2013-09-25,2024-11-26,0.9472381472587585,Failure to communicate changes in clinical condition to emergency services. | Failure to communicate clinical information to the ambulance service. | Failure to communicate clinical plans to emergency services.
50,Failure to implement investigation recommendations,Failure to act upon findings and remedial actions identified during root cause or incident analyses.,11,11,2014-06-06,2024-02-15,0.9468148946762085,Failure to implement recommendations from a root cause analysis report. | Failure to implement recommendations from root cause analysis investigations. | Failure to implement recommendations from root cause analyses.
51,Inadequate first aid training,Prison officers lack mandatory and regular training in first aid and resuscitation.,10,10,2013-10-30,2026-02-09,0.9621595740318298,Insufficient first aid and CPR training for prison officers. | Inadequate first aid and CPR training for prison staff. | Inadequate ongoing first aid training for prison officers.
52,Insufficient family and carer involvement,Failure to include families and carers in clinical decision-making and discharge planning.,10,10,2014-01-30,2026-02-06,0.9366472959518433,Failure to involve families in patient care and discharge planning. | Failure to involve or consult the family during the patient discharge process. | Failure to involve the patient's family in the discharge process.
53,Care plan and risk assessment maintenance,Failure to regularly update care plans and risk assessments to reflect changing resident needs and requirements.,10,10,2019-08-16,2025-09-29,0.9339230060577393,Care plans were not maintained up to date. | Care plans are not updated regularly or following changes in circumstances. | Care plans and risk assessments are not updated regularly.
54,Clinical guidance non-compliance,Failure to follow established NICE clinical guidelines and professional standards.,10,10,2013-08-20,2025-06-18,0.9329015016555786,Failure to adhere to NICE clinical guidelines. | Failure to adhere to NICE clinical guidance. | Failure to adhere to clinical guidelines.
55,Healthcare provider communication failures,"Inadequate information sharing between clinicians, GPs, and pharmacists regarding medication and patient care.",9,9,2014-05-12,2026-02-27,0.9413337111473083,Inadequate communication between hospital and general practice regarding prescribed medication. | Failure of communication between hospital and GP regarding medication procurement. | Failure of communication between specialists and GPs regarding medication dispensation.
56,Inadequate mealtime supervision and monitoring,Failure to provide sufficient oversight and monitoring of residents during meals and nutritional intake.,9,8,2016-01-14,2026-02-24,0.9203046560287476,Insufficient supervision of high-risk residents during meal times. | Failure to provide required supervision during mealtimes in a care setting. | Failure to maintain continuous visual monitoring of residents during meals.
57,Inadequate clinical documentation,"Medical and nursing records are poorly maintained, inaccurate, or incomplete.",9,9,2014-11-10,2026-01-09,0.9345924258232117,Medical records and documentation are maintained to a poor standard. | Medical records are maintained with poor quality. | Medical records and case notes are inadequate and inconsistent.
58,Inadequate discharge notification,Failure to inform family members or next of kin when a patient is discharged.,9,9,2013-09-24,2025-11-07,0.9704523086547852,Failure to notify family members of a patient's discharge. | Failure to notify family members of a patient's hospital discharge. | Failure to notify next of kin regarding patient discharge.
59,Inadequate notification of clinical deterioration,"Failure to inform relevant medical professionals, emergency services, or family members when a patient's condition worsens.",9,9,2014-07-31,2025-10-15,0.9433367848396301,Failure to notify a doctor of significant clinical deterioration during discharge. | Failure to notify the general practitioner of clinical deterioration. | Failure to advise contacting emergency services during clinical deterioration.
60,Inadequate fall documentation and reporting,"Failure to accurately record, report, or investigate patient falls and subsequent clinical changes.",9,9,2014-03-17,2025-06-19,0.9510023593902588,Inadequate documentation of a patient fall. | Inadequate documentation of a patient fall by nursing staff. | Failure to provide contemporaneous documentation of a significant resident fall.
61,Medication dosage and prescription errors,"Failures in identifying, reviewing, or updating medication dosages and prescription details.",9,9,2014-01-27,2025-05-28,0.9343547821044922,Failure to identify incorrect medication dosage during pharmacy review. | Failure to update prescribed medication dosage following notification of changes. | Failure to review medication changes resulting in incorrect dosages.
62,Delayed or omitted cardiopulmonary resuscitation,Failures or delays in initiating life-saving resuscitation procedures for unresponsive patients.,9,8,2014-12-22,2025-04-09,0.9339559674263,Failure to initiate timely cardiopulmonary resuscitation. | Delay in commencing cardiopulmonary resuscitation for an unresponsive patient. | Failure to perform cardiopulmonary resuscitation on an unresponsive patient.
63,Insufficient street lighting,Inadequate illumination on roads and junctions during hours of darkness.,9,9,2014-03-24,2025-03-06,0.982664942741394,Inadequate street lighting on the road. | Inadequate street lighting. | Inadequate street lighting at night.
64,Inadequate hospital bed capacity,Insufficient availability of ward beds causing prolonged waiting times and boarding in emergency departments.,9,9,2020-02-25,2025-02-19,0.9457626342773438,Insufficient bed capacity causing prolonged emergency department waiting times. | Insufficient bed capacity causing prolonged emergency department stays. | Inadequate bed capacity causing prolonged waiting times in the Emergency Department.
65,Venous thromboembolism risk assessment failures,Failure to perform or complete mandatory assessments for venous thromboembolism risk.,9,9,2015-02-13,2024-08-12,0.9721866250038147,Failure to perform required venous thromboembolism risk assessments. | Failure to complete mandatory venous thromboembolism risk assessments. | Failure to perform venous thromboembolism assessment.
66,Psychological therapy waiting times,Delays in accessing assessment and treatment for psychological services.,9,9,2014-11-11,2024-06-25,0.9776973128318787,Excessive waiting times for psychological therapies. | Excessive waiting times for access to psychological therapy. | Excessive waiting times for specialised psychological therapy.
67,Inadequate hospital bed capacity,A shortage of available beds prevents timely patient admission and medical treatment.,9,9,2016-07-25,2024-01-30,0.9421746730804443,Insufficient hospital bed capacity prevents timely patient admission. | Insufficient hospital bed capacity prevented necessary admission. | Inadequate inpatient bed capacity prevented necessary medical treatment.
68,Clinical Incident Learning Processes,Failure to establish and implement effective systems for learning from clinical incidents and fatalities.,8,8,2017-10-31,2025-09-10,0.9389512538909912,Lack of a formal process for learning from clinical incidents. | Failure to implement clinical learning following fatal incidents. | Inadequate systems for learning from clinical incidents.
69,Deprivation of Liberty Safeguards non-compliance,"Failures regarding the assessment, application, and implementation of Deprivation of Liberty Safeguards.",8,7,2015-01-29,2025-07-10,0.9593549370765686,Failure to apply for Deprivation of Liberty Safeguards for residents lacking mental capacity. | Failure to assess the necessity of a Deprivation of Liberty Safeguards application. | Failure to implement a Deprivation of Liberty Safeguards order.
70,Instructions for lethal substances,Content providing guidance on sourcing and preparing substances for self-harm or suicide.,8,8,2025-05-23,2025-05-23,0.9595391750335693,Websites providing instructions for sourcing and administering lethal substances. | Instructions for sourcing and administering lethal substances are provided online. | Online access to instructions for sourcing and preparing lethal substances.
71,Failure to learn from fatalities,Inadequate processes for implementing lessons learned to prevent the recurrence of fatal incidents.,8,8,2017-01-18,2025-04-16,0.9367458820343018,Failure to implement lessons learned from previous fatal investigations. | Inadequate review and learning from fatalities to prevent recurrence. | Failure to implement lessons learned to prevent recurrence of fatal incidents.
72,Mental health service delays,Extended waiting times for accessing mental health assessments and support services.,8,8,2014-03-11,2025-04-10,0.9580219388008118,Excessive delays in accessing mental health support services. | Delayed access to mental health services due to long waiting lists. | Excessive waiting times for mental health assessments.
73,Inappropriate speed limits,"The established speed limits do not align with road geometry, visibility, or environmental conditions.",8,8,2014-04-30,2025-01-09,0.9509483575820923,The speed limit is inappropriate for the road conditions. | The statutory speed limit is inappropriate for the road environment. | The speed limit is unsafe for the road geometry.
74,Healthcare and prison staff communication,Failure to share critical medical information and risk documentation between healthcare and prison personnel.,8,8,2015-06-30,2024-06-11,0.9496010541915894,Inadequate information sharing between healthcare and prison staff. | Inadequate information exchange between healthcare and prison staff. | Lack of reliable mechanism for communicating medical information to prison staff.
75,Emergency call triage errors,Emergency calls are being incorrectly categorised or assigned to inappropriate response levels.,8,8,2017-09-15,2022-06-24,0.9401846528053284,An emergency call was incorrectly triaged to an inappropriate response category. | Incorrect initial triage of an emergency call. | Incorrect triage of emergency service calls.
76,Standardised clinical handover protocols,A lack of consistent national guidance and procedures for transferring patient information during clinical handovers.,7,5,2017-07-21,2026-02-12,0.9461464881896973,Absence of standardised protocols for patient handovers in emergency departments. | Absence of national written guidance for clinical handover procedures. | Lack of national guidance for clinical handovers in non-acute healthcare settings.
77,Inadequate food and fluid monitoring,Failure to accurately record and track nutritional and hydration intake.,7,7,2015-08-20,2025-12-22,0.9387660026550293,Incomplete documentation of food and fluid intake. | Failure to monitor and record food and fluid intake. | Failure to maintain food and hydration records.
78,Duty of candour non-compliance,Failure to meet statutory requirements for being open and honest when things go wrong.,7,7,2016-05-11,2025-12-15,0.9682161808013916,Failure to comply with the statutory duty of candour. | Failure to comply with the duty of candour. | Failure to comply with statutory duty of candour requirements.
79,Bed rail safety management,"Failures regarding the assessment, positioning, and documentation of bed rails.",7,6,2015-12-14,2025-08-07,0.9507486820220947,Failure to assess the need for bed rails during hospitalisation. | Failure to ensure bed rails are correctly positioned in care settings. | Bed rails used contrary to clinical assessment recommendations.
80,Insufficient clinical staffing levels,Inadequate numbers of nurses and medical staff across paediatric and emergency departments.,7,7,2017-07-21,2025-06-20,0.9542713165283203,Inadequate medical staffing levels in emergency and paediatric departments. | Inadequate staffing levels of trained paediatric nurses in the emergency department. | Insufficient staffing levels in the paediatric emergency department.
81,Care Programme Approach non-compliance,Failure to follow established protocols and coordinator assignments within the Care Programme Approach.,7,7,2015-01-16,2025-03-17,0.9532107710838318,Failure to adhere to the Care Programme Approach. | Failure to allocate a care coordinator as required by the Care Programme Approach. | Failure to follow Care Programme Approach guidance.
82,Dual diagnosis care provision,Insufficient specialist services and coordination for patients with co-occurring mental health and substance misuse needs.,7,7,2018-12-12,2025-02-24,0.9642926454544067,Inadequate service provision for patients with dual diagnosis. | Inadequate provision of care for patients with a dual diagnosis. | Inadequate support for patients with a dual diagnosis.
83,Fracture misdiagnosis or missed detection,Failure to correctly identify or report fractures during clinical or radiological examination.,7,7,2016-03-04,2024-09-06,0.9496468901634216,Failure to identify a fracture during initial radiographic examination. | Failure to diagnose a fracture during initial radiographic examination. | Failure to identify a fracture during radiological review.
84,Inadequate clinical assessment,Failure to identify the true severity of a patient's medical condition.,7,7,2014-02-25,2024-04-03,1.0016809701919556,Failure to recognise the severity of a patient's clinical condition. | Failure to recognise the clinical severity of a patient's condition. | Failure to recognise the severity of a medical condition.
85,Ambulance offloading delays,Delays in transferring patients from ambulances to hospitals reduce available emergency resources.,7,7,2018-07-30,2024-03-20,0.9512447118759155,Hospital offloading delays reduce available ambulance resources. | Emergency department offloading delays causing ambulance shortages. | Prolonged ambulance offload delays at emergency departments.
86,Inadequate crossing visibility,Insufficient lighting and visibility at pedestrian crossing points.,7,7,2014-02-26,2020-07-10,0.9448526501655579,Insufficient lighting at the pedestrian crossing. | Inadequate lighting at a pedestrian crossing. | Inadequate visibility of the nearest pedestrian crossing.
87,Inadequate ACCT training,Healthcare staff lack sufficient knowledge and training regarding the ACCT process.,6,6,2016-11-27,2026-02-19,0.9539046287536621,Healthcare staff lack sufficient training on the ACCT process. | Agency healthcare staff lack sufficient training in the ACCT process. | Staff lack adequate training in the ACCT procedure.
88,Illicit substance control failures,Inadequate measures to prevent the smuggling or unauthorised access to controlled substances within the prison.,6,6,2016-05-05,2026-02-09,0.9776326417922974,Failure to prevent the smuggling of controlled substances into a prison. | Failure to prevent access to illicit substances within a prison environment. | Failure to prevent unauthorised access to controlled substances within a prison.
89,Unescorted patient leave management,"Failures in assessing, monitoring, and communicating risks associated with unsupervised patient leave.",6,6,2014-09-30,2026-02-08,0.9423071146011353,Failure to monitor the limitations of unescorted patient leave. | Failure to notify relevant persons of unsupervised patient leave. | Failure to assess patient mental state and risk before unescorted leave.
90,Emergency department patient flow,Inefficiencies and overcrowding causing delays in patient movement and admissions.,6,6,2016-08-26,2026-02-07,0.9406969547271729,Inefficient patient flow causing delays in the emergency department. | Emergency Department overcrowding causing delays in patient flow. | Inadequate patient flow causing delays in hospital admissions.
91,Psychoactive substance availability in prisons,The presence and use of illicit psychoactive substances within the prison environment.,6,5,2018-06-25,2026-02-06,0.9630696773529053,Access to novel psychoactive substances within a prison environment. | Access to new psychoactive substances within a prison environment. | Ongoing availability and use of psychoactive substances within a prison environment.
92,Inadequate pressure sore training,Clinical and care staff lack necessary training for the prevention and management of pressure ulcers.,6,5,2015-07-10,2025-11-26,0.9591956734657288,Clinical staff lack adequate training on pressure sore prevention. | Insufficient staff knowledge regarding pressure sore prevention. | Insufficient staff knowledge and care regarding pressure sore management.
93,Inadequate diagnostic imaging for head injuries,Failure to perform required CT scans or appropriate imaging following head or facial trauma.,6,6,2014-01-17,2025-07-25,0.9704364538192749,Failure to perform a CT scan following a head injury. | Failure to perform a CT scan following a scalp injury. | Failure to perform a CT head scan following head and facial injuries.
94,Incomplete clinical documentation,Medical records and care plans lack necessary detail and consistency.,6,6,2016-05-16,2025-06-23,0.9365929365158081,Clinical records and care plans were incomplete or inaccurate. | Clinical documentation and care planning were incomplete and inconsistent. | Clinical documentation of patient care was insufficient.
95,Medical record transfer delays,Delays or incompleteness in the movement of patient clinical information between healthcare providers.,6,6,2015-10-21,2025-05-27,0.9375952482223511,Delays in the transfer of medical records between general practitioners. | Incomplete or delayed transfer of patient medical records between GP practices. | Delayed transfer of hospital clinical information to general practitioners.
96,Inadequate self-harm prevention guidance,The guidance prioritises malicious misuse over addressing deliberate self-harm and suicide.,6,6,2025-05-23,2025-05-23,1.0029947757720947,Guidance focuses on malicious misuse instead of deliberate self-harm or suicide. | Guidance focuses on malicious misuse instead of deliberate self-harm.
97,Emergency department overcrowding mortality,Increased patient mortality risks due to overcrowding in emergency departments.,6,5,2018-04-28,2025-05-12,0.9885013699531555,Emergency department overcrowding increases mortality risks for patients. | Emergency department overcrowding increases patient mortality risks. | Emergency department overcrowding is associated with increased mortality rates.
98,Delayed hospital discharges,Delays in discharging medically ready patients reduce available acute bed capacity.,6,6,2020-07-30,2025-05-09,0.9530404806137085,Delayed hospital discharges reduce acute bed capacity. | Delayed hospital discharges causing acute bed occupancy and impacting patient care. | Delayed discharge of medically ready patients reduces hospital bed availability.
99,Antenatal CTG assessment guidance,A lack of standardised national protocols for interpreting and managing abnormal CTG tracings.,6,3,2014-09-24,2025-03-18,0.9493090510368347,Insufficient national guidance for antepartum CTG assessment. | Absence of national guidelines for interpreting antenatal CTG tracings. | Inadequate guidance for managing abnormal antenatal CTG results.
100,Access to self-harm instructions,The availability of online information detailing methods for self-harm or suicide.,6,4,2013-11-20,2024-11-14,0.9569035768508911,Online availability of detailed instructions for committing suicide. | Online availability of instructions for self-harm or suicide. | Easy access to online instructions for committing suicide.
101,Staffing shortages and clinical delays,Inadequate staffing levels are causing delays in patient assessments and treatment delivery.,6,6,2013-01-07,2024-08-19,0.9379294514656067,Staffing shortages causing delays in patient treatment. | Staffing shortages causing delays in patient assessments. | Staffing shortages causing delays in clinical care delivery.
102,Inadequate water fall protection,Insufficient physical barriers or fencing to prevent accidental falls into water features.,6,6,2015-04-20,2024-08-07,0.9682769179344177,Inadequate physical barriers to prevent falls into water. | Inadequate physical barriers to prevent falls into the water. | Lack of physical barriers to prevent falls into water.
